COD_INCIDENCIA,NUM_INTERVENCION,ORDEN_SERVICIO,NUMERO_PEDIDO,COD_TIPO,TIPO,COD_SINTOMA,SINTOMA,COD_DEPARTAMENTO,DEPARTAMENTO,COD_ESTADO,ESTADO,COD_PRIORIDAD,PRIORIDAD,ES_CITA,FECHA_INCIDENCIA,FECHA_ASIGNACION,HORA_ASIGNACION,FECHA_FIN_ASIG,HORA_FIN_ASIGNACION,FECHA_FINALIZACION,COD_CLIENTE,CLIENTE,CIF,COD_AGENTE,NOMBRE_AGENTE,COD_SEDE,SEDE,DIRECCION_SEDE,LOCALIDAD_SEDE,CP_SEDE,PROVINCIA_SEDE,COD_RESPONSABLE,RESPONSABLE,COD_TECNICO,NOMBRE_TECNICO,CODIGOS_PERSONAL,NOMBRES_PERSONAL,TIPO_MANTENIMIENTO,VINCULADO_OBRA,VINCULADO_MANTENIMIENTO,AREALIZAR,NOTAS_INTERNAS,NOTAS_AVISO,A_REALIZAR,REALIZADO,REQ_INFORME,OBS_INFORME,REQ_PRESUPUESTO,OBS_PRESUPUESTO,DURACION_PLANIFICADA
12956,2026-04921,S/26/00128 - TARIFA AVISOS - C,,38,Presupuesto,0,,9,Departamento Técnico,1,Sin Asignar,0,,NO,2026-02-27T14:48:00,,,,,,673,Nordic Climate Systems B.V. (Spain),ESX11000017,0,,3301,Nordic Climate Systems B.V. (Spain),"PASEO CASTELLANA, 91 PLT 14",Madrid,28046,Madrid,140,SEV-VICTOR BLAZQUEZ MUÑOZ,,,,,,NO,NO,"- 1 TARIFAS AVISOS/CORRECTIVOS: 

LABORABLES (Laborables de 8h a 16h): 
Servicio mínimo facturable (trabajos inferiores a 1 hora de trabajo: 125€  
Hora de servicio (Técnico oficial + ayudante especialista): 75€/h 
Bloque desplazamiento desde base* (radio 30 km):  50€/ud 
Km desde base*: 0,45 €/km 

FUERA DE HORARIO LABORAL / sábados / domingos / festivos: 
Servicio mínimo facturable (trabajos inferiores a 1 hora de trabajo: 150€  
Hora de servicio (Técnico oficial + ayudante especialista): 90€/h 
Hora desplazamiento desde base* (radio 20 km): 60€/ud 
Km adicional: 0,60 €/km

TIEMPOS MAXIMOS DE RESPUESTA: 
Avería ordinaria (no afecta al funcionamiento del equipo): -48h 
Avería urgente (afecta al funcionamiento / equipo parado): -12h

*Base: Capital de provincia
- 1 CANALES DE COMUNICACION Y COORDINACION: 

Para garantizar un servicio ordenado, eficiente y sin incidencias, será imprescindible que las comunicaciones y solicitudes se realicen exclusivamente por los siguientes canales: 

Correo electrónico: sat@climasur.es 

Teléfono para urgencias: 607 56 04 25 

No se atenderán solicitudes enviadas por otras vías ni aquellas que no se ajusten a las condiciones de servicio acordadas.
- 1 FORMA DE PAGO: 

Confirming bancario 45 días
",,"Nº Ppto. Odoo: S/26/00128 - TARIFA AVISOS - Nordic Climate Systems B.V. (Spain)
Ref. Ppto. Odoo: S/26/00128
Comercial: FRANCISCO JAVIER UBEDA CAPEL
","- 1 TARIFAS AVISOS/CORRECTIVOS: 

LABORABLES (Laborables de 8h a 16h): 
Servicio mínimo facturable (trabajos inferiores a 1 hora de trabajo: 125€  
Hora de servicio (Técnico oficial + ayudante especialista): 75€/h 
Bloque desplazamiento desde base* (radio 30 km):  50€/ud 
Km desde base*: 0,45 €/km 

FUERA DE HORARIO LABORAL / sábados / domingos / festivos: 
Servicio mínimo facturable (trabajos inferiores a 1 hora de trabajo: 150€  
Hora de servicio (Técnico oficial + ayudante especialista): 90€/h 
Hora desplazamiento desde base* (radio 20 km): 60€/ud 
Km adicional: 0,60 €/km

TIEMPOS MAXIMOS DE RESPUESTA: 
Avería ordinaria (no afecta al funcionamiento del equipo): -48h 
Avería urgente (afecta al funcionamiento / equipo parado): -12h

*Base: Capital de provincia
- 1 CANALES DE COMUNICACION Y COORDINACION: 

Para garantizar un servicio ordenado, eficiente y sin incidencias, será imprescindible que las comunicaciones y solicitudes se realicen exclusivamente por los siguientes canales: 

Correo electrónico: sat@climasur.es 

Teléfono para urgencias: 607 56 04 25 

No se atenderán solicitudes enviadas por otras vías ni aquellas que no se ajusten a las condiciones de servicio acordadas.
- 1 FORMA DE PAGO: 

Confirming bancario 45 días
",,NO,,NO,,
12955,2026-04920,,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-02-27T14:34:00,2026-03-02,07:30,2026-03-02,15:30,,464,COSTA JOVEN ESPAÑA S.A.,ESX11000004,162,ALM-ANDRES RIVAS TRUJILLO,2432,5886-MOTRIL-NUEVA,NUEVA,MOTRIL,18600,Granada,161,OFT-DAVID SANCHEZ ORTEGA,112,ALM-ROBERTO AGUILAR MESA,,,,NO,NO,EQUIPO CON ERROR ALARMA FUNCIONAMIENTO EN VENTILACION,,ANOTAR QUÉ EQUIPO ESTÁ AVERIADO,EQUIPO CON ERROR ALARMA FUNCIONAMIENTO EN VENTILACION,Detectar motor ventilador averiado en equipo zona caballero ,NO,,NO,,00:00
12954,2026-04919,16308034,,2,Accion Correctiva,0,,0,,555,No facturar,3,No Urgente,NO,2026-02-27T14:06:00,2026-02-27,18:00,2026-02-27,19:00,2026-02-27T14:33:28,100,NOVA URBAN ESPAÑA SA,ESX11000003,152,ADM-RAFAEL MORALES JIMENEZ,2542,8060-S.FERN-BAHIA SUR,"C/ CAÑO HERRERA, S/N, 11100 SAN FERNANDO, CÁDIZ",SAN FERNADO,11100,Cádiz,147,OFT-PABLO HERRERA MOLINA,182,CAD-FERNANDO MARQUEZ PENA,,,,NO,NO,Nº Pedido16308034 INC000026026216 WR000976588 Demasiada calor en tienda,Ya le bajé consigna hace una hora. Solucionado por teléfono,,Nº Pedido16308034 INC000026026216 WR000976588 Demasiada calor en tienda,,NO,,NO,,00:00
12953,2026-04918,,,2,Accion Correctiva,0,,5,SAT MALAGA,5,Finalizado,3,No Urgente,NO,2026-02-27T13:54:00,2026-03-02,06:00,2026-03-02,07:00,2026-03-02T13:43:28,673,Nordic Climate Systems B.V. (Spain),ESX11000017,0,,3302,RESTAURANTE CADENA MARBELLA - AVDA. PRINCIPAL,AVDA. PRINCIPAL 14,Marbella,29601,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,106,MAL-MIGUEL FERNANDEZ SOTO,,,,NO,NO,ACOMPAÑAMIENTO DE LOS TÉCNICOS DEL SAT DE TOSHIBA ,,MENSAJE DEL CLIENTE: Necesitamos que os persones con un técnico que conozca el restaurante el lunes entre 9 y 10 de la mañana. Técnico Toshiba -> Tecnico SAT Teléfono de contacto: 600 000 000,ACOMPAÑAMIENTO DE LOS TÉCNICOS DEL SAT DE TOSHIBA ,"se acude con el servicio técnico y se revisa 
máquina de tienda con error P20 se regulan parámetros Y SE comprueba buen funcionamiento.",NO,,NO,,00:00
12952,2026-04917,16290945,,2,Accion Correctiva,0,,15,SAT MELILLA,7,Albaranado,3,No Urgente,NO,2026-02-27T13:58:00,2026-02-20,01:00,2026-02-20,02:00,2026-02-27T14:08:39,591,"MODA SUR, S.A.",ESX11000001,162,ALM-ANDRES RIVAS TRUJILLO,2361,281-MEL-REY JUAN CARLOS,AVDA. REY JUAN CARLOS 1  Nº 24,MELILLA,52001,Melilla,161,OFT-DAVID SANCHEZ ORTEGA,188,MEL-SAMUEL CRESPO MARIN,,,,NO,NO,"Nº Pedido 16290945 INC000025982531 WR000968986 Sigue haciendo mucho calor en la tienda
 ",,,"Nº Pedido 16290945 INC000025982531 WR000968986 Sigue haciendo mucho calor en la tienda
 ","Tras aviso por parada de instalación debido a alarma de flujo y pérdida de presión en circuito hidráulico, se realiza inspección completa del sistema detectándose falta de carga de agua y presencia de aire en varios puntos de la instalación, afectando directamente al rendimiento de las bombas y activando protecciones de seguridad.

Se procede a llenado controlado del circuito hasta alcanzar presión de trabajo adecuada, realizando supervisión continua del manómetro y vaso de expansión. Posteriormente se efectúa purgado manual en puntos altos de la instalación, colectores y cuerpos de bomba, eliminando bolsas de aire acumuladas que impedían un correcto caudal.

Una vez estabilizado el circuito, se revisa el funcionamiento individual de las bombas circuladoras, verificando intensidades eléctricas, presión diferencial y comportamiento en arranque. Se procede a la calibración y ajuste de parámetros de trabajo para garantizar caudal nominal y correcto equilibrio hidráulico del sistema.

Finalmente se rearma la alarma en el sistema de control, comprobando señal estable de flujo, presiones correctas y funcionamiento continuo sin disparos de protección. Se realizan pruebas prolongadas de funcionamiento para confirmar estabilidad del circuito.

Instalación queda funcionando con parámetros normales de servicio.",NO,,NO,,00:00
12951,2026-04916,S/26/00091,,12,Obra,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-02-27T12:18:00,2026-03-16,03:00,2026-03-16,04:00,,464,COSTA JOVEN ESPAÑA S.A.,ESX11000004,0,,2384,603 ALM-CC LEVANTE SUR,C/ PRINCIPAL 44,ALMERÍA,04009,Almería,139,ING-ALVARO RAMOS DUARTE,161,OFT-DAVID SANCHEZ ORTEGA,,,,SI,NO,S/26/00091 - INVERSION COSTA JOVEN 12606 CC CC LEVANTE ALM - ALMERIA - COSTA JOVEN ESPAÑA S.A.,TRABAJOS INVERSION 2026,,S/26/00091 - INVERSION COSTA JOVEN 12606 CC CC LEVANTE ALM - ALMERIA - COSTA JOVEN ESPAÑA S.A.,,NO,,NO,,64:00
12950,2026-04915,16307795,,2,Accion Correctiva,0,,5,SAT MALAGA,7,Albaranado,3,No Urgente,NO,2026-02-27T11:59:00,2026-02-27,00:00,2026-02-27,01:00,2026-02-27T15:16:17,100,NOVA URBAN ESPAÑA SA,ESX11000003,130,ADM-CARMEN LOPEZ FERNANDEZ,2560,8465 MAL-PLAZA MAYOR,"C. C/ PRINCIPAL, 3,",MÁLAGA,29004,Málaga,133,OFT-SERGIO TORRES REYES,135,MAL-DANIEL CASTAÑO RUEDA,,,,NO,NO,Nº Pedido 16307795 INC000026025621 WR000976517 Hola hace mucha calor sobre todo el la zona de la entrada ,,,Nº Pedido 16307795 INC000026025621 WR000976517 Hola hace mucha calor sobre todo el la zona de la entrada ,"A la llegada a tienda la encargada me comenta que a primera hora de la mañana notaban sensación de aire caliente en la zona de entrada, como si las cortinas estuvieran impulsando calor.

En el momento de la revisión las temperaturas interiores son correctas y acordes a consigna. Se comprueba en cuadro eléctrico y sistema de control que la instalación se encuentra en funcionamiento normal, sin alarmas ni anomalías registradas.

Se revisa el funcionamiento de las cortinas de aire y se verifica que han estado trabajando en modo calor, probablemente debido a las bajas temperaturas exteriores registradas estos días, lo que provoca que a primera hora el sistema active apoyo térmico para compensar la entrada de aire frío desde el exterior.

No se detecta avería ni fallo de funcionamiento. Se informa a la encargada que, si no desean aporte de aire caliente en horario de apertura, deben solicitar el cambio de configuración a modo frío o solo ventilación desde control central para evitar activación automática del modo calor en arranque.

Instalación funcionando correctamente en el momento de la intervención.",NO,,NO,,00:00
12949,2026-04914,16182538,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,2,Asignado,3,No Urgente,NO,2026-02-27T10:18:00,2026-02-02,06:00,2026-02-02,07:00,,464,COSTA JOVEN ESPAÑA S.A.,ESX11000004,152,ADM-RAFAEL MORALES JIMENEZ,2390,14835-CC SEVILLA FASHION OUTLET - LA RINCONADA,,LA RINCONADA,41309,Sevilla,147,OFT-PABLO HERRERA MOLINA,142,SEV-ALEJANDRO DURAN SALAS,,,,NO,NO,"Comprobación del funcionamiento del PLC en encendido Luces, comprobado ya por elecnor.",,"ECO410404
ClimaControl informa
En la visita de ayer revisamos de nuevo la instalación, realizándose pruebas y detectando nuevamente la avería en el PLC y la comunicación... En nuestra parte está todo correcto. 
Comprobar funcionamiento de este.","Comprobación del funcionamiento del PLC en encendido Luces, comprobado ya por elecnor.",,NO,,NO,,00:00
12948,2026-04913,154245485,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-02-27T09:44:00,2026-02-27,11:00,2026-02-27,12:00,,598,CLIMASUR SERVICIOS S.L.,ESX11000014,0,,3292,TEST OFICINA,"PLAZA 3 DE ABRIL, Nº 1 PRIMERA PLANTA, OFICINA 1",Almeria,04005,Almería,118,ADM-LUCIA CABRERA MOYA,118,ADM-LUCIA CABRERA MOYA,,,,NO,NO,Nº Pedido 154245485 INC000026019454 Cambio de porta filtros ,,,Nº Pedido 154245485 INC000026019454 Cambio de porta filtros ,,NO,,NO,,00:00
12947,2026-04912,151515151,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-02-27T09:42:00,2026-02-27,09:00,2026-02-27,10:00,,598,CLIMASUR SERVICIOS S.L.,ESX11000014,0,,3292,TEST OFICINA,"PLAZA 3 DE ABRIL, Nº 1 PRIMERA PLANTA, OFICINA 1",Almeria,04005,Almería,161,OFT-DAVID SANCHEZ ORTEGA,118,ADM-LUCIA CABRERA MOYA,,,,NO,NO,Nº Pedido 151515151 INC000024421754 Hace mucha calor en tienda,,,Nº Pedido 151515151 INC000024421754 Hace mucha calor en tienda,,NO,,NO,,00:00
12946,2026-04911,16307055,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,7,Albaranado,3,No Urgente,NO,2026-02-27T09:36:00,2026-02-27,00:00,2026-02-27,02:00,2026-02-27T15:19:19,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2352,2175-OUTLET MALL ALC.GUAD-LOS ALCORES,"A-92, 8, 41500 ALCALÁ DE GUADAÍRA, SEVILLA",ALCALA DE GUADAIRA,41500,Sevilla,147,OFT-PABLO HERRERA MOLINA,142,SEV-ALEJANDRO DURAN SALAS,,,,NO,NO,"Nº Pedido 16307055 Hace mucha calor en tienda
",[C],[COMPLETO],"Nº Pedido 16307055 Hace mucha calor en tienda
","A la llegada a tienda compruebo temperatura ambiente con termómetro digital, marcando 23°C en sala. Reviso en sistema de control y la consigna está fijada en 24°C, por lo que la instalación no entra en demanda de frío al encontrarse la temperatura real por debajo del valor programado.

Accedo a sala técnica y verifico enfriadora en funcionamiento normal, sin alarmas activas y con presiones, temperaturas y consumos eléctricos dentro de parámetros correctos. Compruebo también circulación de agua y funcionamiento de bombas, descartando cualquier anomalía en producción. La máquina está disponible y operativa, pero no produce frío por falta de demanda.

Posteriormente reviso varias unidades interiores en tienda y confirmo que no están enfriando debido a que la consigna no solicita frío en ese momento. Verifico comunicación con sistema centralizado para descartar error de lectura o desajuste de sonda.

Contacto con ClimaControl para contraste de valores y me confirman que visualizan 24°C de consigna en remoto. Tras comentar la situación real en tienda, quedan en enviar correo para modificar la consigna a 23°C y permitir así la entrada en funcionamiento en frío.

Instalación funcionando correctamente, sin avería técnica. Actuación correspondiente a comprobación completa de sistema y gestión de ajuste de consigna desde control central.",NO,,NO,,00:00
12945,2026-04910,104638,,2,Accion Correctiva,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-02-27T09:20:00,2026-02-27,00:00,2026-02-27,00:15,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,130,ADM-CARMEN LOPEZ FERNANDEZ,2721,12250-51-YSL - MUELLE RIBERA LOCAL Q4 - PUERTO BANUS,"C/ MUELLE RIBERA, PLANTA BAJA N4, LOCAL Q4, EDIFICIO O.P.Q",MARBELLA,29660,Málaga,133,OFT-SERGIO TORRES REYES,127,MAL-RAUL DOMINGUEZ SERRANO,,,,NO,NO,Servicio preventivo #104638 YSL - Muelle Ribera Local Q4 - PUERTO BANUS,,,Servicio preventivo #104638 YSL - Muelle Ribera Local Q4 - PUERTO BANUS,se acude a tienda día veintisiete y nos encontramos la puerta cerrada y no hay nadie se llama por teléfono y no m atienden. se acudirá otro día ,NO,,NO,,00:00
12944,2026-04909,,,2,Accion Correctiva,0,,0,,99,Anulado,3,No Urgente,NO,2026-02-27T08:20:00,,00:00,,00:00,,464,COSTA JOVEN ESPAÑA S.A.,ESX11000004,152,ADM-RAFAEL MORALES JIMENEZ,2433,5888-ALGEC-PUERTA EUROPA,AVDA. DE LA PALMA,ALGECIRAS,11203,Cádiz,147,OFT-PABLO HERRERA MOLINA,182,CAD-FERNANDO MARQUEZ PENA,,,,NO,NO,,,"El circuito de SENSORMATIC de la puerta volvía a estar subido, es posible que si se vuelve a rearmar vuelva a haber problemas. Se dejó bajado y se restauró el servicio.
Posteriormente también se observó fallo en el sistema ABB en el circuito BC-04 que corresponde a un circuito de climatización por lo que sería conveniente que también echasen un ojo por la parte de clima.
Por nuestra parte en el día de hoy ya se ha estado en contacto con la encargada y se ha dejado en servicio la tienda. Había saltado el interruptor general.
Vamos a planificar para ir por allí el miércoles de la semana que viene para poder darle una vuelta y ver si llegamos a la raíz del problema.",,,NO,,NO,,00:00
12943,2026-04908,S/25/01254,,12,Obra,0,,7,SAT ALMERIA,5,Finalizado,3,No Urgente,NO,2026-02-26T23:01:00,2026-03-02,07:30,2026-03-02,10:30,2026-03-02T11:48:47,613,Construcciones Meridional Sl,ESX11000012,0,,2948,Construcciones Meridional Sl,"Avenida nicolas salmeron y alonso, s/n - 10",Alhama de Almeria,04400,Almería,161,OFT-DAVID SANCHEZ ORTEGA,115,ALM-JULIAN PARRA CONDE,,,,SI,NO,AVISO POR CONDUCTO SUELTO CONDUCTO SUELTO,"GARANTÍA, NO FACTURABLE",,AVISO POR CONDUCTO SUELTO CONDUCTO SUELTO,Reparar conducto de retorno del equipo que está en la entrada ,NO,,NO,,00:00
12942,2026-04907,16306396 ,,2,Accion Correctiva,0,,0,,7,Albaranado,1,Urgente,NO,2026-02-26T18:00:00,2026-02-26,19:00,2026-02-26,20:00,2026-02-26T21:07:37,530,"RITMO MODA ESPAÑA,S.A.",ESX11000005,152,ADM-RAFAEL MORALES JIMENEZ,3128,16862 ALGEC-PUERTA EUROPA,CC PUERTA EUROPA LOCAL A26-27-28,Algeciras,11203,Cádiz,180,CAD-MANUEL HIDALGO VERA,180,CAD-MANUEL HIDALGO VERA,,,,NO,NO,"Nº Pedido 16306396 WR000975701 Vinieron el martes hacer la revisión del aire y nos han avisado seguridad del centro comercial que se han dejado las puertas abiertas de la maquina del aire del techo y tienen que venir a cerrarlas los tecnicos del aire 
 ",[C],[COMPLETO],"Nº Pedido 16306396 WR000975701 Vinieron el martes hacer la revisión del aire y nos han avisado seguridad del centro comercial que se han dejado las puertas abiertas de la maquina del aire del techo y tienen que venir a cerrarlas los tecnicos del aire 
 ","Se comprueba puerta de acceso a equipo/instalación, la cual actualmente cierra pero queda con fijación insuficiente debido a falta de tornillería de anclaje.

Se revisa estado de bisagras y alineación, verificando que el cierre es funcional pero no queda correctamente asegurado, existiendo riesgo de vibraciones, apertura accidental o entrada de suciedad/agua al compartimento.

Se recomienda instalación de tornillería galvanizada adecuada, con arandelas y fijación firme a estructura, para garantizar cierre estanco y evitar holguras que puedan derivar en averías eléctricas o deterioro prematuro del equipo por entrada de agentes externos (ambiente salino propio de la zona).

Se deja puerta operativa de forma provisional hasta colocación definitiva de fijaciones.",NO,,NO,,00:00
12941,2026-04906,16305158,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,555,No facturar,3,No Urgente,NO,2026-02-26T13:44:00,2026-02-26,08:00,2026-02-26,09:00,2026-02-26T14:33:13,100,NOVA URBAN ESPAÑA SA,ESX11000003,152,ADM-RAFAEL MORALES JIMENEZ,2536,6806-HUEL-HOLEA CARREFOUR,"RONDA EXTERIOR ZONA SUR, 21007 HUELVA",HUELVA,21007,Huelva,147,OFT-PABLO HERRERA MOLINA,142,SEV-ALEJANDRO DURAN SALAS,,,,NO,NO,"Nº Pedido 16305158 INC000026019066 WR000975305 Hace muchisima calor, es insoportable estar en tienda ",,,"Nº Pedido 16305158 INC000026019066 WR000975305 Hace muchisima calor, es insoportable estar en tienda ","Tras revisar energy vemos que la tienda tiene una consigna de 23 grados y está a 23 grados de temperatura ambiente, se habla con eco center y se le pide que la zona de venta se cambie a 22 grados, una vez que vemos que el ambiente ha bajado se llama a tienda y se comprueba que está todo correcto y la encargada nos da su aprobación",NO,,NO,,02:00
12940,2026-04905,PTE,,4,Mantenimiento Preventivo,0,,11,SAT CADIZ,7,Albaranado,3,No Urgente,NO,2026-02-26T08:41:00,2026-02-26,01:00,2026-02-26,02:00,2026-02-26T15:00:38,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2364,402 JEREZ-CC BAHIA,AVDA. DE LA CONSTITUCION 45,JEREZ DE LA FRONTERA,11408,Cádiz,147,OFT-PABLO HERRERA MOLINA,182,CAD-FERNANDO MARQUEZ PENA,,,,NO,SI,MTO FEBRERO 2026,[I1] se realiza este mantenimiento porque se ha cerrado por error el mantenimiento original,"[INCOMPETO ] se recomienda la periocidad de mantenimientos quincenales, filtros muy tupidos en las visitas mensuales y trenes de ventilación trabajan forzados",MTO FEBRERO 2026,mantenimiento preventivo ,NO,,NO,,00:00
12939,2026-04904,16301470,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,555,No facturar,3,No Urgente,NO,2026-02-26T08:18:00,2026-02-02,00:00,2026-02-02,01:00,2026-02-26T08:19:28,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2378,303 SEV-PLAZA NUEVA,PLAZA CENTRAL 12,SEVILLA,41002,Sevilla,147,OFT-PABLO HERRERA MOLINA,142,SEV-ALEJANDRO DURAN SALAS,,,,NO,NO,"Nº Pedido 16301470 INC000026012028  	
Descripción

WR000974189 Hace mucha calor en la tienda y los clientes seestan quejando e incluso marchandose",anulado por callcenter,,"Nº Pedido 16301470 INC000026012028  	
Descripción

WR000974189 Hace mucha calor en la tienda y los clientes seestan quejando e incluso marchandose",,NO,,NO,,00:00
12938,2026-04903,PTE,,2,Accion Correctiva,9,El aire acondicionado no enciende,13,SAT GRANADA,7,Albaranado,1,Urgente,NO,2026-02-25T08:00:00,2026-02-25,08:00,2026-02-25,09:00,2026-02-25T23:16:52,591,"MODA SUR, S.A.",ESX11000001,162,ALM-ANDRES RIVAS TRUJILLO,2342,2095-OUTLET MALL GRA-SAN ANTON,"C. SAN ANTÓN, 36, 18005 GRANADA",GRANADA,18005,Granada,114,GRA-JOAQUIN LARA MEDINA,114,GRA-JOAQUIN LARA MEDINA,,,,NO,NO,Diagnóstico de avería en placa electrónica principal – Unidad interior UI-1.3 (Sección Niño) fuera de servicio y pendiente de sustitución,,,Diagnóstico de avería en placa electrónica principal – Unidad interior UI-1.3 (Sección Niño) fuera de servicio y pendiente de sustitución,"En visita de mantenimiento compruebo que la unidad interior UI-1.3 (sección Niño) se encuentra completamente parada y no responde a señal de arranque.

Procedo a revisar alimentación eléctrica en bornes de máquina y cuadro, verificando que magnetotérmico y protecciones están correctas. Intento rearme del equipo pero sigue sin arrancar.

Compruebo termostato/control mural y observo que no enciende. Verifico llegada de tensión hasta placa electrónica de la unidad, confirmando que alimentación le está entrando correctamente.

Contacto con SAT oficial Hitachi y realizamos comprobaciones telefónicamente para descartar fallo de comunicación o transformador. Se revisan fusibles internos y señales de salida de placa, confirmando que la placa no entrega señal al control ni permite arranque del equipo.

Tras las pruebas realizadas, se determina avería interna en placa electrónica principal (fallo de fuente/control), quedando la unidad fuera de servicio.

Es necesaria la sustitución de placa electrónica original, incluyendo desmontaje de la averiada, montaje de nueva, configuración de parámetros y pruebas completas de funcionamiento en frío y calor.

Equipo queda pendiente de reparación.",NO,,NO,,00:00
12937,2026-04902,PTE,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-02-25T18:27:00,2026-02-25,14:00,2026-02-25,15:30,,598,CLIMASUR SERVICIOS S.L.,ESX11000014,0,,3292,TEST OFICINA,"PLAZA 3 DE ABRIL, Nº 1 PRIMERA PLANTA, OFICINA 1",Almeria,04005,Almería,161,OFT-DAVID SANCHEZ ORTEGA,144,ALM-OSCAR PINEDA SOLIS,,,,NO,NO,"INC00025998876 WR000971904 Hola buenas, se noos ha caido la Cubierta del almacen de señora ¿Se puede incluir en la proxima visita del proveeedor ?:No",,,"INC00025998876 WR000971904 Hola buenas, se noos ha caido la Cubierta del almacen de señora ¿Se puede incluir en la proxima visita del proveeedor ?:No",,NO,,NO,,02:00
12936,2026-04901,16301132,,2,Accion Correctiva,0,,7,SAT ALMERIA,555,No facturar,3,No Urgente,NO,2026-02-25T14:51:00,2026-02-25,15:30,2026-02-25,16:30,2026-02-25T15:16:23,100,NOVA URBAN ESPAÑA SA,ESX11000003,162,ALM-ANDRES RIVAS TRUJILLO,2529,12594-ALM-CC LEVANTE ALM,"C/ PRINCIPAL 44,",ALMERÍA,04009,Almería,161,OFT-DAVID SANCHEZ ORTEGA,112,ALM-ROBERTO AGUILAR MESA,,,,NO,NO,"Nº Pedido 16301132 INC000026009767  WR000973822 Hace frio, subir medio grado",,,"Nº Pedido 16301132 INC000026009767  WR000973822 Hace frio, subir medio grado",Se solicita a petición de responsable de tienda la subida de medio grado a Almacén ,NO,,NO,,02:00
12935,2026-04900,16298975 ,,2,Accion Correctiva,0,,0,,7,Albaranado,3,No Urgente,NO,2026-02-24T18:30:00,2026-02-25,15:00,2026-02-25,16:00,2026-02-25T17:25:31,281,"GRUPO ELEGANCE MODA, S.A",ESX11000011,152,ADM-RAFAEL MORALES JIMENEZ,2481,410-SEV-VELAZQUEZ,"C/ VELAZQUEZ, 12",SEVILLA,41001,Sevilla,142,SEV-ALEJANDRO DURAN SALAS,140,SEV-VICTOR BLAZQUEZ MUÑOZ,,,,NO,NO,"Nº Pedido 16298975 INC000026004608 WR000972913 Tras mantenimiento de esta mañana las maquinas no enfrían y el panel parpadea 
",,,"Nº Pedido 16298975 INC000026004608 WR000972913 Tras mantenimiento de esta mañana las maquinas no enfrían y el panel parpadea 
","Acudimos a tienda tras aviso recibido por parpadeo continuo en los termostatos de varias zonas, lo que indicaba posible fallo de comunicación, desconfiguración del sistema o microcorte eléctrico previo.

A la llegada comprobamos que los termostatos efectivamente se encontraban parpadeando, señal de pérdida de enlace con el sistema de control. Se procede a revisar alimentación eléctrica, estado de comunicación entre unidades interiores y sistema de control, así como comprobación visual en cuadro eléctrico para descartar protecciones disparadas o anomalías de tensión.

Tras las verificaciones iniciales, se realiza reseteo controlado de los termostatos y sincronización nuevamente con el sistema. Una vez reiniciados, los dispositivos quedan con luz fija, recuperando lectura de temperatura ambiente y señal estable.

Posteriormente permanecemos en tienda realizando seguimiento del funcionamiento para asegurarnos de que el fallo no se reproduce. Se comprueba arranque progresivo de las máquinas en modo frío, verificando que los equipos impulsan correctamente y que no aparecen nuevas señales de error en los controladores.

Se supervisa la evolución de la temperatura ambiente durante varias horas hasta confirmar que la tienda alcanza temperatura de confort y que el sistema mantiene funcionamiento estable sin nuevas intermitencias.

La instalación queda operativa y funcionando con normalidad tras las comprobaciones.",NO,,NO,,02:00
